Title,Authors,Year,DOI,PubMed IDs,Full Authors
Genome Gerrymandering: optimal division of the genome into regions with cancer type specific differences in mutation rates.,"Adamo Young, Jacob Chmura, Yoonsik Park, Quaid Morris, Gurnit Atwal",2020,10.1142/9789811215636_0025,31797603,"{57216250837: 'Adamo Young', 57212247915: 'Jacob Chmura', 57212255406: 'Yoonsik Park', 57209459106: 'Quaid D. Morris', 57194856847: 'Gurnit Atwal'}"
Clinical Concept Embeddings Learned from Massive Sources of Multimodal Medical Data.,"Andrew L. Beam, Benjamin Kompa, Allen Schmaltz, Inbar Fried, Griffin Weber, Nathan Palmer, Xu Shi, Tianxi Cai, Isaac S. Kohane",2020,10.1142/9789811215636_0027,31797605,"{36452687100: 'Andrew L. Beam', 57195729564: 'Benjamin Kompa', 57211159470: 'Allen Schmaltz', 57033781300: 'Inbar Fried', 7402212831: 'Griffin M. Weber', 12141507000: 'Nathan P. Palmer', 59040603300: 'Xu Shi', 7102610149: 'Tianxi Cai', 35264289500: 'Isaac S. Kohane'}"
Assessment of Imputation Methods for Missing Gene Expression Data in Meta-Analysis of Distinct Cohorts of Tuberculosis Patients.,"Carly A. Bobak, Lauren McDonnell, Matthew D. Nemesure, Justin Lin, Jane E. Hill",2020,10.1142/9789811215636_0028,31797606,"{57203320469: 'Carly A. Bobak', 58594575900: 'Lauren McDonnell', 57201944734: 'Matthew D. Nemesure', 57212138771: 'Justin Lin', 24463497500: 'Jane Emily Hill'}"
Towards identifying drug side effects from social media using active learning and crowd sourcing.,"Sophie Burkhardt, Julia Siekiera, Josua Glodde, Miguel A. Andrade-Navarro, Stefan Kramer",2020,10.1142/9789811215636_0029,31797607,"{57076115800: 'Sophie Burkhardt', 57212190854: 'Julia Siekiera', 57212198083: 'Josua Glodde', 12761743200: 'Miguel Angel Andrade-Navarro', 35305491600: 'Stefan Kramer'}"
Microvascular Dynamics from 4D Microscopy Using Temporal Segmentation.,"Shir Gur, Lior Wolf, Lior Golgher, Pablo Blinder",2020,10.1142/9789811215636_0030,31797608,"{57200614954: 'Shir Gur', 57203078732: 'Lior Wolf', 57197749652: 'Lior Golgher', 14007262800: 'Pablo Blinder'}"
Using Transcriptional Signatures to Find Cancer Drivers with LURE.,"David Haan, Ruikang Tao, Verena Friedl, Ioannis N Anastopoulos, Christopher K Wong, Alana S Weinstein, Joshua M Stuart",2020,10.1142/9789811215636_0031,31797609,"{57194182260: 'David Haan', 57193751689: 'Ruikang Tao', 57203636846: 'Verena Friedl', 57216660884: 'Ioannis N. Anastopoulos', 57202659852: 'Christopher K. Wong', 57197819642: 'Alana S. Weinstein', 56720469500: 'Joshua Michael Stuart'}"
Machine learning algorithms for simultaneous supervised detection of peaks in multiple samples and cell types.,"Toby Dylan Hocking, Guillaume Bourque",2020,10.1142/9789811215636_0033,31797611,"{55360588300: 'Toby Dylan Hocking', 6603921571: 'Guillaume Bourque'}"
Learning a Latent Space of Highly Multidimensional Cancer Data.,"Benjamin Kompa, Beau Coker",2020,10.1142/9789811215636_0034,31797612,"{57195729564: 'Benjamin Kompa', 57212148094: 'Beau Coker'}"
Scaling structural learning with NO-BEARS to infer causal transcriptome networks.,"Hao-Chih Lee, Matteo Danieletto, Riccardo Miotto, Sarah T. Cherng, and Joel T. Dudley",2020,10.1142/9789811215636_0035,31797613,"{57194641990: 'Haochih Lee', 36679678800: 'Matteo Danieletto', 57202034402: 'Riccardo Miotto', 57212150665: 'Sarah T. Cherng', 18633685600: 'Joel T. Dudley'}"
"PathFlowAI: A High-Throughput Workflow for Preprocessing, Deep Learning and Interpretation in Digital Pathology.","Joshua J. Levy, Lucas A. Salas, Brock C. Christensen, Aravindhan Sriharan, Louis J. Vaickus",2020,10.1142/9789811215636_0036,31797614,"{57212195573: 'Joshua J. Levy', 55354465100: 'Lucas A. Salas', 8577632600: 'Brock C. Christensen', 6505888491: 'Aravindhan A. Sriharan', 57027842200: 'Louis J. Vaickus'}"
Improving survival prediction using a novel feature selection and feature reduction framework based on the integration of clinical and molecular data.,"Lisa Neums, Richard Meier, Devin C. Koestler, Jeffrey A. Thompson",2020,10.1142/9789811215636_0037,31797615,"{57191626824: 'Lisa Neums', 56735512200: 'Richard Meier', 36548210200: 'Devin C. Koestler', 57193659501: 'Jeffrey A. Thompson'}"
Bayesian semi-nonnegative matrix tri-factorization to identify pathways associated with cancer phenotypes.,"Sunho Park, Nabhonil Kar, Jae-Ho Cheong, Tae Hyun Hwang",2020,10.1142/9789811215636_0038,31797616,"{57203322114: 'Sunho Park', 57215315703: 'Nabhonil Kar', 7004933619: 'Jae ho Cheong', 20435949100: 'Tae Hyun Hwang'}"
Graph-based information diffusion method for prioritizing functionally related genes in protein-protein interaction networks.,"Minh Pham, Olivier Lichtarge",2020,10.1142/9789811215636_0039,31797617,"{57212201903: 'Minh Pham', 7003903180: 'Olivier Lichtarge'}"
Tree-Weighting for Multi-Study Ensemble Learners.,"Maya Ramchandran, Prasad Patil, Giovanni Parmigiani",2020,10.1142/9789811215636_0040,31797618,"{57212145315: 'Maya Ramchandran', 36144588400: 'Prasad Patil', 7003983915: 'Giovanni Parmigiani'}"
A Literature-Based Knowledge Graph Embedding Method for Identifying Drug Repurposing Opportunities in Rare Diseases.,"Daniel N. Sosa, Alexander Derry, Margaret Guo, Eric Wei, Connor Brinton, Russ B. Altman",2020,10.1142/9789811215636_0041,31797619,"{57215301464: 'Daniel N. Sosa', 57217069871: 'Alexander Derry', 57217863183: 'Margaret G. Guo', 57215297568: 'Eric Wei', 57204656230: 'Connor Brinton', 7202798518: 'Russ B. Altman'}"
PTR Explorer: An approach to identify and explore Post Transcriptional Regulatory mechanisms using proteogenomics.,"Arunima Srivastava, Michael Sharpnack, Kun Huang, Parag Mallick, Raghu Machiraju Dowell",2020,10.1142/9789811215636_0042,31797620,"{56729662400: 'Arunima Srivastava', 56275778400: 'Michael F. Sharpnack', 55481915600: 'Kun Huang', 7005810449: 'Parag Mallick', 35572290700: 'Raghu K. MacHiraju'}"
Two-stage ML Classifier for Identifying Host Protein Targets of the Dengue Protease.,"Jacob T. Stanley, Alison R. Gilchrist, Alex C. Stabell, Mary A. Allen, Sara L. Sawyer, Robin D. Dowell",2020,10.1142/9789811215636_0043,31797621,"{57193167491: 'Jacob T. Stanley', 57201665945: 'Alison R. Gilchrist', 55630708900: 'Alex C. Stabell', 55447392500: 'Mary Ann Allen', 7103253182: 'Sara L. Sawyer', 7006596168: 'Robin D. Dowell'}"
"Network Representation of Large-Scale Heterogeneous RNA Sequences with Integration of Diverse Multi-omics, Interactions, and Annotations Data.","Nhat Tran, Jean Gao",2020,10.1142/9789811215636_0044,31797622,"{57211183176: 'Nhat C. Tran', 35361916700: 'Jean X. Gao'}"
Enhancing Model Interpretability and Accuracy for Disease Progression Prediction via Phenotype-Based Patient Similarity Learning.,"Yue Wang, Tong Wu, Yunlong Wang, Gao Wang",2020,10.1142/9789811215636_0045,31797623,"{57212149366: 'Yue Wang', 57188746975: 'Tong Wu', 50362036700: 'Yunlong Wang', 54950659200: 'Gao Wang'}"
Hadoop and PySpark for reproducibility and scalability of genomic sequencing studies.,"Nicholas R. Wheeler, Penelope Benchek, Brian W. Kunkle, Kara L. Hamilton-Nelson, Mike Warfe, Jeremy R. Fondran, Jonathan L. Haines, William S. Bush",2020,10.1142/9789811215636_0046,31797624,"{55907484400: 'Nicholas R. Wheeler', 55951511300: 'Penelope H. Benchek', 57211450949: 'Brian W. Kunkle', 57200745321: 'Kara L. Hamilton-Nelson', 57215288970: 'Mike Warfe', 57194933624: 'Jeremy R. Fondran', 35371857000: 'Jonathan L. Haines', 8724084200: 'William S. Bush'}"
CERENKOV3: Clustering and molecular network-derived features improve computational prediction of functional noncoding SNPs.,"Yao Yao, Stephen A. Ramsey",2020,10.1142/9789811215636_0047,31797625,"{57199732541: 'Yao Yao', 9735269700: 'Stephen A. Ramsey'}"
Integrated Cancer Subtyping using Heterogeneous Genome-Scale Molecular Datasets.,"Suzan Arslanturk, Sorin Draghici, Tin Nguyen",2020,10.1142/9789811215636_0049,31797627,"{55504806800: 'Suzan Arslanturk', 7004125389: 'Sorin Drəghici', 54903214500: 'Tin C. Nguyen'}"
AnomiGAN: Generative Adversarial Networks for Anonymizing Private Medical Data.,"Ho Bae, Dahuin Jung, Hyun-Soo Choi, Sungroh Yoon",2020,10.1142/9789811215636_0050,31797628,"{57205541775: 'Ho Bae', 57212136344: 'Dahuin Jung', 57202398900: 'Hyun-soo Choi', 7404035832: 'Sungroh Yoon'}"
Frequency of ClinVar Pathogenic Variants in Chronic Kidney Disease Patients Surveyed for Return of Research Results at a Cleveland Public Hospital.,"Dana C. Crawford, John Lin, Jessica N. Cooke Bailey, Tyler Kinzy, John R. Sedor, John F. O'Toole, Williams S. Bush",2020,10.1142/9789811215636_0051,31797629,"{7403085570: 'Dana C. Crawford', 57215276098: 'John Lin', 55796183300: 'Jessica N. Cooke-Bailey', 57205782819: 'Tyler G. Kinzy', 35278464400: 'John R. Sedor', 9638361600: ""John F. O'Toole"", 8724084200: 'William S. Bush'}"
Assessment of coverage for endogenous metabolites and exogenous chemical compounds using an untargeted metabolomics platform.,"Sek Won Kong, Carles Hernandez-Ferrer",2020,10.1142/9789811215636_0052,31797630,"{8951274700: 'Sekwon Kong', 56646489000: 'Carles Hernandez-Ferrer'}"
Coverage profile correction of shallow-depth circulating cell-free DNA sequencing via multidistance learning.,"Nicholas B. Larson, Melissa C. Larson, Jie Na, Carlos P. Sosa, Chen Wang, Jean-Pierre Kocher, Ross Rowsey",2020,10.1142/9789811215636_0053,31797631,"{55648866100: 'Nicholas B. Larson', 35762332100: 'Melissa C. Larson', 23101223600: 'Jie Na', 7004715053: 'Carlos P. Sosa', 55682602500: 'Chen C. Wang', 57202964001: 'Jeanne Pierre A. Kocher', 55540332600: 'Ross A. Rowsey'}"
PGxMine: Text mining for curation of PharmGKB.,"Jake Lever, Julia M. Barbarino, Li Gong, Rachel Huddart, Katrin Sangkuhl, Ryan Whaley, Michelle Whirl-Carrillo, Mark Woon, Teri E. Klein and Russ B. Altman",2020,10.1142/9789811215636_0054,31797632,"{57190049225: 'Jake Lever', 55900851200: 'Julia M. Barbarino', 35740518400: 'Li Gong', 57201310729: 'Rachel Huddart', 8736192000: 'Katrin Sangkuhl', 7005965201: 'Ryan M. Whaley', 6506303152: 'Michelle Whirl-Carrillo', 8441140800: 'Mark Woon', 57216996717: 'Teri E. Klein', 7202798518: 'Russ B. Altman'}"
Network-Based Matching of Patients and Targeted Therapies for Precision Oncology.,"Qingzhi Liu, Min Jin Ha, Rupam Bhattacharyya, Lana Garmire, Veerabhadran Baladandayuthapani",2020,10.1142/9789811215636_0055,31797633,"{57212148593: 'Qingzhi Liu', 56107659700: 'Min-jin Ha', 57219753492: 'Rupam Bhattacharyya', 22955585300: 'Lana Xia Garmire', 26657085200: 'Veerabhadran Baladandayuthapani'}"
The power of dynamic social networks to predict individuals' mental health.,"Shikang Liu, David Hachen, Omar Lizardo, Christian Poellabauer, Aaron Striegel, Tijana Milenkovic",2020,10.1142/9789811215636_0056,31797634,"{57209887477: 'Shikang Liu', 8566846600: 'David S. Hachen', 6508228764: 'Omar A. Lizardo', 17435775800: 'Christian Poellabauer', 7003509061: 'Aaron D. Striegel', 23987373400: 'Tijana Milenković'}"
Implementing a Cloud Based Method for Protected Clinical Trial Data Sharing.,"Gaurav Luthria, Qingbo Wang",2020,10.1142/9789811215636_0057,31797635,"{57205162521: 'Gaurav Luthria', 57216952230: 'Qingbo S. Wang'}"
Phenome-wide association studies on cardiovascular health and fatty acids considering phenotype quality control practices for epidemiological data.,"Kristin Passero, Xi He, Jiayan Zhou, Bertram Mueller-Myhsok, Marcus E. Kleber, Winfried Maerz, Molly A. Hall",2020,10.1142/9789811215636_0058,31797636,"{57212136953: 'Kristin Passero', 57215287995: 'Xi He', 57217017549: 'Jiayan Zhou', 56234961000: 'Bertram Müller-Myhsok', 57207897615: 'Marcus Edi Kleber', 57220877383: 'Winfried Mar̈z', 56320585000: 'Molly A. Hall'}"
Pathway and network embedding methods for prioritizing psychiatric drugs.,"Yash Pershad, Margaret Guo, Russ B. Altman",2020,10.1142/9789811215636_0059,31797637,"{57191910664: 'Yash W. Pershad', 57217863183: 'Margaret G. Guo', 7202798518: 'Russ B. Altman'}"
aTEMPO: Pathway-Specific Temporal Anomalies for Precision Therapeutics.,"Christopher Michael Pietras, Liam Power, Donna K. Slonim",2020,10.1142/9789811215636_0060,31797638,"{56205466100: 'Christopher Michael Pietras', 57212146298: 'Liam Power', 7005706008: 'Donna K. Slonim'}"
Robust-ODAL: Learning from heterogeneous health systems without sharing patient-level data.,"Jiayi Tong, Rui Duan, Ruowang Li, Martijn J. Scheuemie, Jason H. Moore, Yong Chen",2020,10.1142/9789811215636_0061,31797639,"{57207272580: 'Jiayi Tong', 55975296400: 'Rui Duan', 55967511600: 'Ruowang Li', 57215304425: 'Martijn J. Scheuemie', 7405241093: 'Jason H. Moore', 56800475700: 'Yong Chen'}"
Feature Selection and Dimension Reduction of Social Autism Data.,"Peter Washington, Kelley Marie Paskov, Haik Kalantarian, Nathaniel Stockham, Catalin Voss, Aaron Kline, Ritik Patnaik, Brianna Chrisman, Maya Varma, Qandeel Tariq, Kaitlyn Dunlap, Jessey Schwartz, Nick Haber, Dennis P. Wall",2020,10.1142/9789811215636_0062,31797640,"{57191498961: 'Peter Yigitcan Washington', 55991998800: 'Kelley Marie Paskov', 55820889400: 'Haik Kalantarian', 57202464121: 'Nathaniel Tyler Stockham', 57190141053: 'Catalin Voss', 57191505004: 'Aaron Kline', 57212174181: 'Ritik Patnaik', 57207466293: 'Brianna Sierra Chrisman', 57194055814: 'Maya Varma', 57204803280: 'Qandeel Tariq', 57208624014: 'Kaitlyn L. Dunlap', 57196152141: 'Jessey Nicole Schwartz', 56353182800: 'Nick Haber', 7202196193: 'Dennis Paul Wall'}"
"Computationally efficient, exact, covariate-adjusted genetic principal component analysis by leveraging individual marker summary statistics from large biobanks.","Jack Wolf, Martha Barnard, Xueting Xia, Nathan Ryder, Jason Westra, Nathan Tintle",2020,10.1142/9789811215636_0063,31797641,"{57212132486: 'Jack M. Wolf', 57212140532: 'Martha Barnard', 57215346130: 'Xueting Xia', 57203931497: 'Nathan A. Ryder', 56517809700: 'Jason M. Westra', 8860435100: 'Nathan L. Tintle'}"
Selection of trustworthy crowd workers for telemedical diagnosis of pediatric autism spectrum disorder.,"Peter Washington, Emilie Leblanc, Kaitlyn Dunlap, Yordan Penev, Maya Varma, Jae-Yoon Jung, Brianna Chrisman, Min Woo Sun, Nathaniel Stockham, Kelley Marie Paskov, Haik Kalantarian, Catalin Voss, Nick Haber, Dennis P. Wall",2021,10.1142/9789811232701_0002,33691000,"{57191498961: 'Peter Yigitcan Washington', 57218776057: 'Emilie Leblanc', 57208624014: 'Kaitlyn L. Dunlap', 57218775787: 'Yordan Penev', 57194055814: 'Maya Varma', 36647501900: 'Jae-yoon Jung', 57207466293: 'Brianna Sierra Chrisman', 57202463700: 'Min-woo Sun', 57202464121: 'Nathaniel Tyler Stockham', 55991998800: 'Kelley Marie Paskov', 55820889400: 'Haik Kalantarian', 57190141053: 'Catalin Voss', 56353182800: 'Nick Haber', 7202196193: 'Dennis Paul Wall'}"
Differential Privacy Protection Against Membership Inference Attack on Machine Learning for Genomic Data.,"Junjie Chen, Wendy Hui Wang, Xinghua Shi",2021,10.1142/9789811232701_0003,33691001,"{56556575800: 'Junjie Chen', 34880986300: 'Hui(wendy) Wang', 57220003341: 'Xinghua Shi'}"
"Making Compassionate Use More Useful: Using real-world data, real-world evidence and digital twins to supplement or supplant randomized controlled trials.",Dov Greenbaum,2021,10.1142/9789811232701_0004,33691002,{7007159353: 'Dov S. Greenbaum'}
Intimate Partner Violence and Injury Prediction From Radiology Reports.,"Irene Y. Chen, Emily Alsentzer, Hyesun Park, Richard Thomas, Babina Gosangi, Rahul Gujrathi, and Bharti Khurana",2021,10.1142/9789811232701_0006,33691004,"{57208439290: 'Irene Y. Chen', 56148784200: 'Emily Alsentzer', 8644478000: 'Hyesun Park', 55481813000: 'Richard Thomas', 26767836200: 'Babina Gosangi', 36131310000: 'Rahul Gujrathi', 7004132986: 'Bharti Khurana'}"
Not All C-sections Are the Same: Investigating Emergency vs. Elective C-section deliveries as an Adverse Pregnancy Outcome.,"Silvia P. CanelÃ³n, Mary Regina Boland",2021,10.1142/9789811232701_0007,33691005,"{57220024302: 'Silvia P. Canelón', 55235603000: 'Mary Regina Boland'}"
Co-occurrence Patterns of Intimate Partner Violence.,"Ahmet Hacialiefendioglu, Serhan Yilmaz, Mehmet Koyuturk, Gunnur Karakurt",2021,10.1142/9789811232701_0008,33691006,"{57222479207: 'Ahmet Mert Hacıaliefendioglu', 57219785605: 'Serhan Yılmaz', 8897820600: 'Mehmet Koyutürk', 26040773600: 'Günnur Karakurt'}"
Characterization of Anonymous Physician Perspectives on COVID-19 Using Social Media Data.,"Katherine J. Sullivan, Marisha Burden, Angela Keniston, Juan M. Banda, Lawrence E. Hunter",2021,10.1142/9789811232701_0010,33691008,"{58826266100: 'Katherine J. Sullivan', 26424179700: 'Marisha A. Burden', 24483554400: 'Angela M. Keniston', 35197796500: 'Juan M. Banda', 57689685500: 'Lawrence E. Hunter'}"
Semantic Changepoint Detection for Finding Potentially Novel Research Publications.,"Bhavish Dinakar, Mayla R. Boguslav, Carsten GÃ¶rg, Deendayal Dinakarpandian",2021,10.1142/9789811232701_0011,33691009,"{57205140956: 'Bhavish Dinakar', 57190010829: 'Mayla R. Boguslav', 56124473700: 'Carsten Görg', 6602266666: 'Deendayal Dinakarpandian'}"
TreeFix-TP: Phylogenetic Error-Correction for Infectious Disease Transmission Network Inference.,"Samuel Sledzieski, Chengchen Zhang, Ion Mandoiu, Mukul S. Bansal",2021,10.1142/9789811232701_0012,33691010,"{57219785298: 'Samuel Sledzieski', 57218701447: 'Chengchen Zhang', 6603701683: 'Ion I. Mandoiu', 18036775400: 'Mukul S. Bansal'}"
SARS-CoV-2 Drug Discovery based on Intrinsically Disordered Regions.,"Anish Mudide, Gil Alterovitz",2021,10.1142/9789811232701_0013,33691011,"{57219760495: 'Anish Mudide', 6505925601: 'Gil Alterovitz'}"
Feasibility of the vaccine development for SARS-CoV-2 and other viruses using the shell disorder analysis.,"Gerard Kian-Meng Goh, A. Keith Dunker, James A. Foster, Vladimir N. Uversky",2021,10.1142/9789811232701_0014,33691012,"{24833027800: 'Gerard Kian Meng Goh', 57525503800: 'Alan Keith Dunker', 7403380464: 'James A. Foster', 7005768480: 'Vladimir N. Uversky'}"
Protein sequence models for prediction and comparative analysis of the SARS-CoV-2 -human interactome.,"Meghana Kshirsagar, Nure Tasnina, Michael D. Ward, Jeffrey N. Law, T. M. Murali, Juan M. Lavista Ferres, Gregory R. Bowman, Judith Klein-Seetharaman",2021,10.1142/9789811232701_0015,33691013,"{36994361400: 'Meghana Kshirsagar', 57219819432: 'Nure Tasnina', 57841598900: 'Michael D. Ward', 57193851013: 'Jeffrey N. Law', 7004135100: 'T. M. Murali', 57208244216: 'Juan Lavista Ferres', 24334008700: 'Gregory R. Bowman', 6701805506: 'Judith Klein-Seetharaman'}"
AeQTL: eQTL analysis using region-based aggregation of rare genomic variants.,"Guanlan Dong, Michael C. Wendl, Bin Zhang, Li Ding, Kuan-lin Huang",2021,10.1142/9789811232701_0017,33691015,"{57219114583: 'Guanlan Dong', 7003275845: 'Michael C. Wendl', 58601319900: 'Bin Zhang', 36570198600: 'Li Ding', 57001831400: 'Kuanlin Huang'}"
"Drug Response Pharmacogenetics for 200,000 UK Biobank Participants.","Gregory McInnes, Russ B. Altman",2021,10.1142/9789811232701_0018,33691016,"{57200646908: 'Gregory McInnes', 7202798518: 'Russ B. Altman'}"
